Date,CO2
2023-02-22T08:45:30Z,20574
2023-02-22T08:46:00Z,20556
2023-02-22T08:46:30Z,20502
2023-02-22T08:47:00Z,20370
2023-02-22T08:47:30Z,20286
2023-02-22T08:48:00Z,19734
2023-02-22T08:48:30Z,18528
2023-02-22T08:49:00Z,17706
2023-02-22T08:49:30Z,17094
2023-02-22T08:50:00Z,16716
2023-02-22T08:50:30Z,16476
2023-02-22T08:51:00Z,16302
2023-02-22T08:51:30Z,16140
2023-02-22T08:52:00Z,15960
2023-02-22T08:52:30Z,15930
2023-02-22T08:53:00Z,15834
2023-02-22T08:53:30Z,15690
2023-02-22T08:54:00Z,15558
2023-02-22T08:54:30Z,15390
2023-02-22T08:55:00Z,15264
2023-02-22T08:55:30Z,15132
2023-02-22T08:56:00Z,15072
2023-02-22T08:56:30Z,15012
