Date,ER,GPPavg,K600_1d,NEP,ID
2024-02-05,-26.843634233937205,5.54894100046919,8.872635113146762,-21.294693233468017,GB
2024-02-06,-26.185202933247478,6.0826548309382655,9.277595413378027,-20.102548102309214,GB
2024-02-07,-25.459208065548573,6.05746255803449,9.424373925652091,-19.401745507514082,GB
2024-02-08,-25.899989653713106,6.307441052059578,9.21897955105545,-19.59254860165353,GB
2024-02-09,-27.561482197227907,6.738954819894607,9.686134322058871,-20.8225273773333,GB
2024-02-10,-27.18876203050209,6.763237310110355,9.287072086384114,-20.425524720391735,GB
2024-02-11,-29.49266733601549,8.44583641845471,9.865644936746314,-21.04683091756078,GB
2024-02-12,-24.91936560010663,5.5179306829303805,8.526099539078512,-19.40143491717625,GB
2024-02-13,-26.412844227831965,7.577977557429359,10.266216499056595,-18.834866670402604,GB
2024-02-14,-24.224601991859874,6.547195287208985,9.786469439125074,-17.67740670465089,GB
2024-02-15,-25.278835318279388,6.956650918599972,9.792924521565526,-18.322184399679415,GB
2024-02-16,-25.228056189419444,6.293495616971962,9.601666857069336,-18.93456057244748,GB
2024-02-17,-19.380869912372432,3.3427129091455727,7.2591271170066145,-16.03815700322686,GB
2024-02-18,-15.498360625118508,2.1625205939465046,6.332220386736453,-13.335840031172003,GB
2024-02-19,-24.069578336767005,6.3556488815357906,10.429077311747909,-17.713929455231217,GB
2024-02-20,-25.878426692587343,7.159280114987928,10.602612815819263,-18.719146577599414,GB
2024-02-21,-25.89211778415163,7.139149227404496,10.243698103770251,-18.752968556747135,GB
2024-02-22,-27.56659585080691,7.672945164826138,10.189748280483835,-19.89365068598077,GB
2024-02-23,-22.832434967167465,5.553819732272342,7.632486372171866,-17.278615234895124,GB
2024-02-24,-29.312420665262064,8.02135068600702,10.203615606010676,-21.29106997925504,GB
2024-02-25,-28.68310658344134,7.685890828889902,10.380810242930774,-20.997215754551437,GB
2024-02-26,-28.533828029906662,7.863331345281133,10.080866750982603,-20.67049668462553,GB
2024-02-27,-28.78513464937473,8.089630400767545,9.920581241701084,-20.695504248607186,GB
2024-02-28,-28.460499164636815,8.571803523124352,9.271931978433045,-19.888695641512463,GB
2024-02-29,-30.619984334583194,9.18817574996414,10.668594580315197,-21.431808584619056,GB
2024-03-01,-25.40806663627743,6.575461788878657,8.662002636598617,-18.83260484739877,GB
2024-03-02,-25.833402628743684,6.256840629326783,8.452301744602403,-19.576561999416903,GB
2024-03-03,-28.760160603727744,7.456859948167448,9.54072260605835,-21.303300655560296,GB
2024-03-04,-27.49594280830918,7.45598626718691,9.652889860667425,-20.039956541122272,GB
2024-03-05,-18.95324930027225,3.4648927174143345,6.284428138974516,-15.488356582857916,GB
2024-03-06,-26.584199704638223,6.885443334339591,9.06885343995603,-19.698756370298632,GB
2024-03-07,-26.709118670908445,7.184857767433741,9.042199774506349,-19.524260903474705,GB
2024-03-08,-29.442944406703223,8.128083364523288,9.44785298189528,-21.314861042179935,GB
2024-03-09,-27.66908601851155,6.479649985752465,8.520658426618978,-21.189436032759083,GB
2024-03-10,-25.29808426168647,6.041278845287002,8.68830552009815,-19.256805416399466,GB
2024-03-11,-25.035682925081687,6.04552808245011,8.805612749771702,-18.990154842631576,GB
2024-03-12,-23.871224946760236,5.496881150980901,7.9004108239471,-18.374343795779335,GB
2024-03-13,-27.11650081997284,6.4980100857770156,8.749285765716248,-20.618490734195824,GB
2024-03-14,-29.788804053722416,7.566290156146947,9.05742760421952,-22.222513897575467,GB
2024-03-15,-29.18658688285295,7.130768965840579,8.321490726763072,-22.05581791701237,GB
2024-03-16,-26.10846361680176,5.635753020918003,7.306760723084052,-20.472710595883758,GB
2024-03-17,-27.04932916314236,6.106716307376592,7.697739659336294,-20.942612855765766,GB
2024-03-18,-16.414893381407857,3.3089448043648733,4.853455096986632,-13.105948577042984,GB
2024-03-19,-16.841876116508676,2.8286507611561778,6.019971249566991,-14.013225355352498,GB
2024-03-20,-15.456022049899312,2.7745026579983625,5.504393637737463,-12.681519391900949,GB
2024-03-21,-20.594240623129487,4.479048876734588,6.865903421087691,-16.1151917463949,GB
2024-03-22,-13.838730244936372,1.8696521640780306,4.504542955950446,-11.969078080858342,GB
2024-03-23,-20.15925895212827,3.8695486911651202,7.18662782634288,-16.289710260963147,GB
2024-03-24,-19.039504314270555,3.633896439110602,7.141252629968579,-15.405607875159953,GB
2024-03-25,-22.08793532752012,5.112807742547935,7.940383058723896,-16.975127584972185,GB
2024-03-26,-23.086257384751672,5.109770411605787,7.9566509872564595,-17.976486973145885,GB
2024-03-27,-11.270364298300274,0.9073028079630554,3.7784897472730097,-10.363061490337218,GB
2024-03-28,-15.391094651212677,2.8102921034221593,5.495341317730756,-12.580802547790519,GB
2024-03-29,-13.431268885970336,2.011050128622207,5.005300829818684,-11.42021875734813,GB
2024-03-30,-13.308280458640844,2.2955962878109393,4.724418774596253,-11.012684170829905,GB
2024-03-31,-15.881467725467267,3.024076897595333,5.445982107067316,-12.857390827871935,GB
2024-04-01,-21.716831632687224,4.482397326503911,7.439803928505893,-17.234434306183314,GB
2024-04-02,-21.056733182918677,4.1498851825655585,7.009777258848168,-16.90684800035312,GB
2024-04-03,-12.716792190316768,1.0611225368883763,4.483256279195997,-11.655669653428392,GB
2024-04-04,-13.62961016808031,2.111797854642077,5.05911556857024,-11.517812313438233,GB
2024-04-05,-13.335515189024415,2.1222365605826345,4.626997721390589,-11.213278628441781,GB
2024-04-06,-14.000275773230122,2.070884294477855,4.684802534906325,-11.929391478752267,GB
2024-04-07,-15.651926634891755,2.3326374812916955,4.970961638372575,-13.31928915360006,GB
2024-04-08,-17.163413317736996,2.9935426542838215,5.260698116840167,-14.169870663453175,GB
2024-04-09,-22.115312304725872,4.542597686388437,6.58676453359202,-17.572714618337436,GB
2024-04-10,-21.624077950946013,4.142657124610794,6.370344135354251,-17.481420826335217,GB
2024-04-11,-15.344326459602652,3.0241833976204617,4.496267163402409,-12.32014306198219,GB
2024-04-12,-14.561875236608662,2.317781771556199,4.899938370436282,-12.244093465052464,GB
2024-04-13,-12.404669006438478,1.7251522000243034,4.294492814806967,-10.679516806414174,GB
2024-04-14,-13.182727790191487,1.9112245420476057,4.405991786896413,-11.271503248143881,GB
2024-04-15,-15.230825591485598,2.459860363540952,5.203646521755201,-12.770965227944647,GB
2024-04-16,-16.248732260514707,2.874419763995214,5.709527422087397,-13.374312496519494,GB
2024-04-17,-16.069111114917984,3.075169897822287,5.932344261264736,-12.993941217095697,GB
2024-04-18,-16.943369981128058,3.2912139462607577,6.867636716914186,-13.6521560348673,GB
2024-04-19,-12.552859928629799,1.8721056700674925,5.607976482982316,-10.680754258562306,GB
2024-04-20,-13.071926472317069,2.216737573530414,6.424269969579808,-10.855188898786654,GB
2024-04-21,-11.543671165665371,1.7748184611664246,6.409612270968427,-9.768852704498947,GB
2024-04-22,-9.014163958107488,1.2009243971562085,6.16159185635583,-7.8132395609512795,GB
2024-04-27,-9.897136045096039,1.2851657788218815,7.149291234673467,-8.611970266274158,GB
2024-04-28,-9.576686737150292,1.4006342477129228,6.891652962439075,-8.17605248943737,GB
2024-04-29,-10.717622363060418,1.746484172440917,6.811087682784457,-8.9711381906195,GB
2024-04-30,-9.55740079287745,1.2672896700123566,5.824618168359542,-8.290111122865094,GB
2024-05-01,-12.360875693770746,2.3429608116940055,6.719006719622759,-10.01791488207674,GB
2024-05-02,-12.873722855054831,2.467665808849754,6.454298416429738,-10.406057046205078,GB
